LibroId,Titulo,Autor,Editorial,AñoEdicion,Tipo,Remitente,NivelEducativo,CondicionLibro,AñoRecepcion,Cantidad
491,Experimento con luz y sonido,E.A. Catherall-P.N.Holt,E. ALTEA,1977,5,Donación,Secundaria,B,1988,1
492,Apuntes de Física,Lluís Borras,E. NORMA,2011,5,Donación,Secundaria,B,2014,1
493,El Mundo de la Química(1-2),Jaime Rovira,E. OCEANO,1987,7,Compra,Secundaria,B,1988,2
494,Química,Benjamín Romero Accinelli,E. BRASA,1992,7,Donación,Secundaria,B,1994,4
495,Química Moderna,Miguel Zelada Chávez,E. BRUÑO,2005,7,Donación,Secundaria,B,2005,2
496,Química,Gastón Pons Muzzo,CONCYTEC,1988,7,Donación,Secundaria,B,2010,1
497,Química 3°,Humberto Mayor Mandujano,E. NUEVO MUNDO,1992,7,Donación,Secundaria,B,1996,2
498,Química,Ena Vizcarra de Moscoso-Aida Madueño,E. OMEGA,,7,Donación,Secundaria,B,1997,1
499,Química 3°,Eloy Moyano Santos-Juan Tauro,MLP,1982,7,Donación,Secundaria,B,1988,2
500,Apuntes de Química,Lluís Borras,E. NORMA,2011,7,Compra,Secundaria,B,2014,1
501,Química Orgánica,Godofredo Bendezú,E. UNIVERSO,,7,Donación,Secundaria,B,1988,1
502,Química Orgánica II,Benjamín Romero Accinelli,E. BRASA,1986,7,Donación,Secundaria,B,1988,1
503,Química 3°,Mario Zapata Brillante,E. ESCUELA NUEVA,1996,7,Donación,Secundaria,B,1999,1
504,Química,Raymond Chang,McGraw HILL,1995,7,Donación,Secundaria,B,1999,1
505,Química Teorica Experimental,Luis Córdova Prado,E. BRUÑO,1996,7,Donación,Secundaria,B,1999,1
506,Química 3°,Humberto Mayor Mandujano,E. ESCUELA NUEVA,,7,Donación,Secundaria,C,1995,1
507,Investigación de Mercados(manual),Emilio Garcia Vega,UNIVERSIDAD DEL PACIFICO,2010,8,Donación,Secundaria,B,2015,12
508,Aspectos Básicos de Marketing(manual),Ana María Becerra Marsano,UNIVERSIDAD DEL PACIFICO,2008,8,Donación,Secundaria,B,2015,12
509,Planeamiento Estratégico(manual),Ana María Becerra Marsano,UNIVERSIDAD DEL PACIFICO,2008,8,Donación,Secundaria,B,2015,12
510,Herramientas  Empresariales,Gabriel Ortiz de Zevallos,E. BRUÑO,2000,8,Donación,Secundaria,B,2005,1
511,Economía para Principiantes,Alejandro Sanyu Garvie,E. V&D,2013,8,Donación,Secundaria,B,2015,24
512,Manual de Analista Financiero,Abdías Espinoza,,1989,8,Donación,Secundaria,B,1999,1
513,Economía Política,Luis Guillermo Talavera,COLEGIO MILITAR LEONCIO PRADO,,8,Donación,Secundaria,B,1988,1
514,Economía para Todos,Gabriel Ortiz de Zevallos,E. BRUÑO,1996,8,Donación,Secundaria,B,2008,1
515,Economía para Todos,Gabriel Ortiz de Zevallos,E. BRUÑO,2005,8,Donación,Secundaria,B,2005,2
516,Economía para Todos,Gabriel Ortiz de Zevallos,INSTITUTO APOYO,1996,8,Donación,Secundaria,B,2015,12
517,Economía 5°,Juan Germán Prado-Miriam Prado,E. ESCUELA NUEVA,1995,8,Donación,Secundaria,B,1999,1
518,Economía Política 5°,César Cortez-Rosa Pautrat,E. FUTURO,1994,8,Donación,Secundaria,B,1994,3
519,Economía Política 5,César Cortez-Rosa Pautrat,E. FUTURO,1994,8,Donación,Secundaria,C,1995,1
520,Contabilidad Perú 2000,Gudiño-Coral-Rojas,McGRAW HILL,1996,8,Donación,Secundaria,B,1999,1
521,Gestiona tu propia Empresa I,Editorial Macro,E. MACRO,2013,8,Donación,Secundaria,B,2015,12
522,Gestiona tu propia Empresa II,Editorial Macro,E. MACRO,2013,8,Donación,Secundaria,B,2015,12
523,Influencia de la Ética en la eficacia empresarial,Gudelia Vigo Sánchez,E. BRUÑO,2002,8,Donación,Secundaria,B,2005,2
524,Comercio Exterior,Mincetur,MINCETUR,2008,8,Donación,Secundaria,B,2014,40
525,Mitos del Antiguo Perú,Oscar Espinar la Torre,IRON YODLA,1996,22,Donación,Secundaria,B,1994,2
526,Familia y Civismo 1°,Alonso Cueto Caballero,E. BRASA,1994,9,Donación,Secundaria,B,1994,1
527,Familia y Civismo 1°,Fausto Morillo Acuña,E. ESCUELA NUEVA,1996,9,Donación,Secundaria,B,1998,4
528,Educación Cívica 1°,Fausto Morillo Acuña,E. ESCUELA NUEVA,1996,9,Donación,Secundaria,B,1998,3
529,Educación Cívica 2°,Fausto Morillo Acuña,E. ESCUELA NUEVA,1996,9,Donación,Secundaria,B,1998,5
530,Educación Cívica 3°,Fausto Morillo Acuña,E. ESCUELA NUEVA,1996,9,Donación,Secundaria,B,1998,5
531,Educación Cívica 4°,Luis Guillermo Talavera,E. ESCUELA NUEVA,,9,Donación,Secundaria,C,1988,1
532,Educación Cívica 4°,Fausto Morillo Acuña,E. ESCUELA NUEVA,1996,9,Donación,Secundaria,B,1998,4
533,Educación Cívica 5°,Fausto Morillo Acuña,E. ESCUELA NUEVA,1996,9,Donación,Secundaria,B,1998,5
534,Tus zonas erróneas,Wayne W. Dyer,E. GRIJALBO,1999,9,Donación,Secundaria,B,2008,1
535,Paso a Paso Excel 2000,Aleyda Virhuez Matheus,CIBERTEC,2006,10,Donación,Secundaria,B,2008,1
536,Calculadora científica,Ministerio de Educación,LEARNING RESOURCES,2006,10,Donación,Secundaria,B,2007,1
244,Alice In Wonderland,Lewis Carroll,RICHMOND READER,2005,11,Donación,Secundaria,B,2005,15
245,The Happy Prince,Oscar Wilde,RICHMOND READER,2005,11,Donación,Secundaria,B,2005,15
246,The Rain Forest,Barbara Chatwin,RICHMOND READER,2005,11,Donación,Secundaria,B,2005,15
247,A Christmas Carol,Charles Dickens,RICHMOND READER,2005,11,Donación,Secundaria,B,2005,15
544,Como Realizamos la Caracterización socio Lingüístico,Édison Israel Huamancayo,QUAD GRAPHICS,2016,11,Donación,Secundaria,B,2018,12
545,Como Usamos los Materiales Educativos,Rossana Bertha Arévalo,QUAD GRAPHICS,2017,11,Donación,Secundaria,B,2018,4
546,Neologismo en Lenguas Originarias,Édison Israel Huamancayo,QUAD GRAPHICS,2017,11,Donación,Secundaria,B,2018,4
547,Hamuchinakuy,Franklin Espinoza Bustamante,QUAD GRAPHICS,2017,11,Donación,Secundaria,B,2018,19
548,Pachamamapa Willakuynin,Franklin Espinoza Bustamante,QUAD GRAPHICS,2017,11,Donación,Secundaria,B,2018,19
549,Willakuykuna,Franklin Espinoza Bustamante,QUAD GRAPHICS,2017,11,Donación,Secundaria,B,2018,20
550,Harawikuna,Franklin Espinoza Bustamante,QUAD GRAPHICS,2017,11,Donación,Secundaria,B,2018,20
551,Mallkipa Ashmapa,Franklin Espinoza Bustamante,QUAD GRAPHICS,2017,11,Donación,Secundaria,B,2018,20
554,Atlas Lingüístico Etnográfico,Luis Hernan Ramirez-Javier,E. PREVIAS,1978,13,Donación,Secundaria,B,1988,1
537,Títulos Profesionales de Construcción,Agencia Española de Cooperación,GRAFICA EDUCATIVA,1997,14,Donación,Secundaria,B,2004,1
538,"Títulos Profesionales Familias de Mecánica, Metales, Motores, Electricidad y Electronica",Agencia Española de Cooperación,GRAFICA EDUCATIVA,1997,14,Donación,Secundaria,B,2004,1
539,Títulos Profesionales Familias de Artesanía y Manualidades,Agencia Española de Cooperación,GRAFICA EDUCATIVA,1997,14,Donación,Secundaria,B,2004,1
540,Títulos Profesionales Familia Mecánica y Metales,Agencia Española de Cooperación,GRAFICA EDUCATIVA,1997,14,Donación,Secundaria,B,2004,1
541,Títulos Profesionales Familias de Textil y Confección Cuero y Calzado,Agencia Española de Cooperación,GRAFICA EDUCATIVA,1997,14,Donación,Secundaria,B,2004,2
542,Títulos Familias de Artesanía y Manualidades Artes Graficas,Agencia Española de Cooperación,GRAFICA EDUCATIVA,1997,14,Donación,Secundaria,B,2004,1
543,Titulos Profesionales Familias de Computación e Informática,Agencia Española de Cooperación,GRAFICA EDUCATIVA,1997,14,Donación,Secundaria,B,2004,1
556,Manual de Educación Física y Deportes,Martha Bennasar Tornadelli(varios),E. OCEANO,2013,18,Donación,Secundaria,B,2015,3
557,Educación Física 2°,Vicente Martínez de Haro,PAIDOTRIBO,2013,18,Donación,Secundaria,B,2015,12
558,Educación Física 4°,Vicente Martínez de Haro,PAIDOTRIBO,2013,18,Donación,Secundaria,B,2015,12
560,Manual de Educación Física,,OLIMPICO,2013,18,Donación,Secundaria,B,1997,1
555,Diccionario Escolar Quechua,Franklin Espinoza Bustamante,QUAD GRAPHICS,2017,19,Donación,Secundaria,B,2018,11
552,Técnicas de Aprendizaje Colaborativo,Elizabeth F. Barkley,E. MORATA,2007,20,Donación,Secundaria,B,2015,3
553,Manual de Prevención-Empresas,F. CASADEVANTE-D. SÁNCHEZ,RENFE,,20,Donación,Secundaria,B,2005,2
559,Evaluar en la Educación Física,Domingo Blázquez Sánchez,E. V&D,2013,20,Donación,Secundaria,B,2015,3
561,Consultor de Psicología Infantil y Juvenil,Román Bayona,E. OCEANO,2012,22,Donación,Secundaria,B,2011,1
562,Promoviendo La Participación Ciudadana,Ministerio de Educación,BID,2000,22,Donación,Secundaria,B,2003,4
563,Manual de Educación Sexual,Ministerio de Educación,TECNICA S.R.L,1998,22,Donación,Secundaria,B,1999,1
564,Guía de educación familiar y sexual 1º,Ministerio de Educación,U.N.F.P.A,2007,22,Minedu,Secundaria,B,2001,3
565,Guía de educación familiar y sexual 2º,Ministerio de Educación,U.N.F.P.A,2007,22,Minedu,Secundaria,B,2001,4
566,Guía de educación familiar y sexual 3º,Ministerio de Educación,U.N.F.P.A,2007,22,Minedu,Secundaria,B,2001,9
567,Guía de educación familiar y sexual 4º,Ministerio de Educación,U.N.F.P.A,2007,22,Minedu,Secundaria,B,2001,9
568,Guía de educación familiar y sexual 5º,Ministerio de Educación,U.N.F.P.A,2007,22,Minedu,Secundaria,B,2001,7
569,Guía de educación familiar y sexual,Ministerio de Educación,U.N.F.P.A,1998,22,Minedu,Secundaria,B,2001,1
570,Guía de educación familiar y sexual,Ministerio de Educación,U.N.F.P.A,1999,22,Minedu,Secundaria,B,2001,1
571,Guía de educación familiar y sexual,Ministerio de Educación,U.N.F.P.A,1998,22,Minedu,Secundaria,B,1999,1
572,Guía de educación familiar y sexual,Ministerio de Educación,U.N.F.P.A,2000,22,Minedu,Secundaria,B,2003,1
573,Droga Uso Y Abuso,Luis Toledo Mayo,CONCYTEC,1993,22,Donación,Secundaria,B,1998,1
574,Educación Familiar 1,Máximo Mejía Egocheaga,E. ESCUELA NUEVA,1993,22,Donación,Secundaria,B,1988,3
575,Educación Familiar 1,Pilar de Olave,ARICAS S.A,1993,22,Donación,Secundaria,B,1994,1
576,Educación Familiar 2,Juan Días León(f),OMEGA S.A,1993,22,Donación,Secundaria,B,1994,1
577,Educación Familiar 3,Irene Silva de Santolalla,E. ESCUELA NUEVA,1985,22,Donación,Secundaria,B,1994,1
578,Transito,Rafael Dávila Franco,EL DE ALADO,1998,22,Donación,Secundaria,B,2008,1
579,Fenómeno de la Violencia Juvenil,Víctor Raul Castillo Castillo,GRAFICA EDUCATIVA,1986,22,Donación,Secundaria,B,2008,1
580,Yo no Entiendo a mis Padres,Julio Orbezo Martínez,LLUVIA EDITORES,1997,22,Donación,Secundaria,B,2008,1
581,Defensa Nacional,Secretaria Defensa Nacional,SEDENA,1997,22,Donación,Secundaria,B,2004,1
582,Personalidad del adolescente,Irene Silva de Santolalla(aqui),ARICA S.A,1989,22,Donación,Secundaria,B,1999,1
583,Desarrollo Humano,Luis a Obregón,E. NAVARRETE,1999,22,Donación,Secundaria,B,2004,2
584,El Poder de la Imagen,Domenech Font Blanch,SALVAT EDITORES,1985,22,Donación,Secundaria,B,1999,1
585,Cultura de Crianza,Carmen Amelia Ríos De Coloma,LAS ESMERALDAS S.A,1999,22,Donación,Secundaria,B,1999,1
586,Guía de Uso y Conservación,Gonzales Rodríguez Burgos(f),VICENS VIVES,2006,22,Donación,Secundaria,B,2007,1
587,Teresa Batista cansada de guerra,Jorge Amado,LOSADA,1983,22,Donación,Secundaria,B,2011,1
588,Nexos 4,Miguel Gutiérrez,NORMA,,22,Donación,Secundaria,B,,1
589,La Amigdalitis de Tarzan,Alfredo Bryce Echenique,PERSA,1998,22,Donación,Secundaria,B,2011,1
590,Conservación en la Catedral,Mario Vargas Llosa,SEXYBARRAL S.A,1969,22,Donación,Secundaria,B,2011,1
591,Lituma en los Andes,Mario Vargas Llosa,PLANETA S.A,1993,22,Donación,Secundaria,B,2011,1
592,El Mundo De La Lectura 3,Martin Quintana,MA EDICIONES,,22,Donación,Secundaria,B,2011,1
593,Despertar,Dina Beatriz Peña de Zea,LATINA,1994,22,Donación,Secundaria,B,1994,2
594,Así Cuento Yo,Marcelina Romero,,,22,Donación,Secundaria,B,2010,1
595,Autoestima,TORIBIO ANYOARIN,INJANTE E.I.R.L,,22,Donación,Secundaria,B,2008,1
596,Enciclopedia de la familia,Enrique Escardó,NAUTA S.A,1992,22,Donación,Secundaria,B,1999,1
597,¿Es amor lo que siento?,Ministerio de Educación,MINEDU,2019,22,Donación,Secundaria,B,2019,1
598,Prevengamos el embarazo adolescente,Ministerio de Educación,MINEDU,1999,22,Donación,Secundaria,B,2001,4
599,Manual para Padres,Ministerio de Educación,MINEDU,2008,22,Donación,Secundaria,B,,1
600,Memoria 2019,Dirección contra el terrorismo,DIRCOTE,2019,22,Donación,Secundaria,B,,1
601,Exploremos nuestro mundo 5,Carlota Pereyra Rey,FIMART,1999,22,Donación,Secundaria,B,2004,1
602,Aspectos metodológicos en el aprendizaje,El Nocedal(f),MINEDU,2007,22,Donación,Secundaria,B,,2
603,La sagrada biblia,De la familia catolica(f),PRINTER COLOMBIANA,2002,22,Donación,Secundaria,B,2004,1
604,Biblia de América,La Casa de la Biblia,PRINTED PERU,2013,22,Donación,Secundaria,B,2015,12
605,Biblia de Latinoamérica,Manuel Sanchez,VERBO DIVINO,2005,22,Donación,Secundaria,A,2013,2
606,La Biblia del Estudio,Sociedades Bíblicas Unidas,USA.S.A,2004,22,Donación,Secundaria,B,2005,4
607,Biblia Dios Habla Hoy,Sociedades Bíblicas Unidas,USA.S.A,1996,22,Donación,Secundaria,B,2013,8
608,Santa Biblia,Reina Valera,PANAMERICANA,1995,22,Donación,Secundaria,A,2013,1
609,Santa Biblia,Reina Valera,PANAMERICANA,1960,22,Donación,Secundaria,A,2007,1
610,Santa Biblia,Profetas,SBU,1994,22,Donación,Secundaria,B,1998,1
611,Cuentos Y Relatos Sobre el Agua,Alejandro Miró Quesada,BNP,1995,22,Donación,Secundaria,B,1997,1
612,Cuentos Y Leyendas,Maglorio Ortiz Rojas,ASKHA,2013,22,Donación,Secundaria,B,2015,2
613,Cuentos Peruanos-costa,Nebver San Martin,E. BRASA,2004,22,Donación,Secundaria,B,2008,1
614,Cuentos Peruanos-sierra,Nebver San Martin,E. BRASA,1996,22,Donación,Secundaria,B,1999,1
615,Cuentos Peruanos-selva,Nebver San Martin,E. BRASA,1996,22,Donación,Secundaria,B,2008,1
616,Cuentos Peruanos-selva,Nebver San Martin,E. BRASA,1996,22,Donación,Secundaria,B,1999,1
617,Relatos Selectos,Hernán Alvarado,QUIPU,1993,22,Donación,Secundaria,B,1994,2
618,Los Mejores Cuentos Americanos,Hernán Alvarado,MA EDICIONES,1996,22,Donación,Secundaria,B,1999,1
619,La Familia la Infancia y la Juventud,Manuel Salcedo F,QUIPU,1996,22,Donación,Secundaria,B,1999,1
620,La Escuela que Querremos,Manuel Cárdenas,,1996,22,Donación,Secundaria,B,2017,1
621,Módulo de Comprensión Lectora 2,Ministerio de Educación,MINEDU,2009,22,Donación,Secundaria,B,2009,2
622,Los Expedientes secretos en la Matemática,El Nocedal(f),MINEDU,2007,22,Donación,Secundaria,B,2007,1
623,Educación para el trabajo,CIDE(F),EL COMERCIO,2007,22,Donación,Secundaria,B,,5
624,Ciencias sociales,CIDE(f),EL COMERCIO,2007,22,Donación,Secundaria,B,,2
625,Protagonistas 4,María Inés Prado Vargas Machuca,NORMA,2001,22,Donación,Secundaria,B,2008,1
626,Protagonistas 3,Pamela Olano Cieza,NORMA,1999,22,Donación,Secundaria,B,2008,1
627,Gramática Estructural,Edith Bianchi de Cortina,QUAD GRAPHICS,1994,22,Donación,Secundaria,B,2011,4
628,El Mundo de la Gramática,Jaime Rovira,DALY S.,1987,22,Donación,Secundaria,B,1988,4
629,Clásicos de la Literatura Universal,Celinda Fournier Marcos,E. OCEANO,2002,22,Donación,Secundaria,B,2005,4
630,Lectura Meta cognitiva,Luis Romero Cornejo,THOMSON EDITORES,2007,22,Donación,Secundaria,B,2008,2
631,Didáctica de la Lengua Española,Uri Ruiz Bikandi,J.P EDITORES,2011,22,Donación,Secundaria,B,2015,3
632,Lengua de Señas Peruanas,Carmen León Escurra(f),GRAO,2013,22,Donación,Secundaria,B,2018,1
633,Historia de Literatura Hispanoamericana,José Miguel Oviedo,CIMAGRAF.S.A,,22,Donación,Secundaria,B,2015,3
634,Regionalismo Postmodernismo Vanguardia,José Miguel Oviedo,ALIANZA EDITORIAL,2006,22,Donación,Secundaria,B,2015,3
635,Enseñar Literatura en Secundaria,Glória Bordons de Porrata-Doria,ALIANZA EDITORIAL,2006,22,Donación,Secundaria,B,2015,3
636,Historia de la Literatura Hispanoamericana del Romanticismo al Moderis,José Miguel Oviedo,GENERALES S.R.L,2012,22,Donación,Secundaria,B,2015,3
637,Redacción,Ana María Maqueo,ALIANZA EDITORIAL,2005,22,Donación,Secundaria,B,2005,2
638,Didáctica de la Lengua Castellana,Uri Ruiz Bikandi,LIMUSH,2011,22,Donación,Secundaria,B,2015,2
639,Historia Esencial de la Literatura,Felipe B. Pedraza,GRAO,2000,22,Donación,Secundaria,B,2005,1
640,Lenguaje y Literatura 1,Jorge Vergara Ventura(f),E. BRUÑO,,22,Donación,Secundaria,B,1995,1
641,Lenguaje y Literatura 1,Cesar Morón Ventura(f),NUEVO PERU,,22,Donación,Secundaria,A,1997,1
642,Lengua Y Literatura  1º,Martin Quintana,E. ESCUELA NUEVA,1994,22,Donación,Secundaria,B,1995,4
643,El Mundo de la Lectura,Martin Quintana,"M,Q EDICIONES",1993,22,Donación,Secundaria,B,1994,1
644,Lenguaje y Literatura 1,R. Colon Chávez,NEVERY,1989,22,Donación,Secundaria,B,1994,5
645,Lengua y Literatura 2,Martin Quintana,MQ EDICIONES,1996,22,Donación,Secundaria,B,1999,2
646,Castellano 2,Alma Flor Ada,ARICA S.A,1973,22,Donación,Secundaria,B,1999,1
647,Lengua 2,Marcos Gutiérrez,QUILCA S.R,,22,Donación,Secundaria,B,1995,1
648,Lenguaje y Literatura 2,Jorge Ventura Vera,E. ESCUELA NUEVA,1993,22,Donación,Secundaria,B,1994,3
649,Lenguaje y Literatura 2,Cesar Morón Ventura(f),E. ESCUELA NUEVA,1995,22,Donación,Secundaria,B,1997,1
650,Lenguaje y Literatura 3,Cesar Morón Ventura(f),E. ESCUELA NUEVA,1995,22,Donación,Secundaria,B,1997,1
651,Lenguaje y Literatura 3,Marcos Gutiérrez,BIBLOS S.R.L,,22,Donación,Secundaria,B,1999,1
652,Lengua y Literatura 3º,Félix Huamán Cabrera,IPENSA,,22,Donación,Secundaria,B,1999,1
653,Lengua y literatura 3º,Martin Quintana,ESCUELA POPULAR,,22,Donación,Secundaria,B,1999,1
654,Lenguaje y Literatura 4,Martin Quintana,E. ESCUELA NUEVA,,22,Donación,Secundaria,B,1995,1
655,Lenguaje y Literatura 4,Cesar Morón Ventura(f),NUEVO PERU,1994,22,Donación,Secundaria,B,1997,1
656,Lenguaje y Literatura Peruana 4,Jorge Ventura Vera,MQ EDICIONES,1983,22,Donación,Secundaria,B,1995,1
657,Lenguaje y Literatura Peruana 4,Martin Quintana,E. BRUÑO,1996,22,Donación,Secundaria,B,1999,4
658,Patio de Letras 1,Manuel Valdivia,E. BRUÑO,1996,22,Donación,Secundaria,B,1999,1
659,Patio de Letras 2,Manuel Valdivia,ESCUELA POPULAR,1996,22,Donación,Secundaria,B,1999,1
660,Lecturas Literarias,Raul Vergara,C.M.L.P,1978,22,Donación,Secundaria,B,1988,1
661,Castellano,Humberto Santillán Arista,DESA,,22,Donación,Secundaria,B,1988,1
662,Mi Nuevo Libro de Lenguaje,Roquelin Ramírez Córdova,E. NUEVO MUNDO,,22,Donación,Secundaria,B,1995,1
663,Antología Universal,Manuel Torres Vives,NORMA,,22,Donación,Secundaria,B,1994,1
664,Apuntes de Literatura Universal,Mary Carmen Ramos,E. SANTILLANA,2011,22,Donación,Secundaria,B,2014,1
665,Lenguaje y Literatura 3,Ana María de las Heras,E. SANTILLANA,1993,22,Donación,Secundaria,B,1994,2
666,Lenguaje y Literatura 4,Catalina Lohmann,IBSN,1993,22,Donación,Secundaria,B,1994,2
667,Pensamiento y Palabra,Wilfredo Gonzales Flores,QUILCA S.R,2004,22,Donación,Secundaria,B,2008,1
668,Lengua 1,Marco Gutiérrez,QUILCA S.R,2004,22,Donación,Secundaria,B,1995,1
669,Lenguaje y Literatura 5,Cesar Morón Ventura(f),E. ESCUELA NUEVA,1995,22,Donación,Secundaria,B,1997,1
670,Literatura 5,Marco Gutiérrez,QUILCA S.R,,22,Donación,Secundaria,B,1988,1
671,Literatura Universal,Alicia Correa Pérez,PEARSON,,22,Donación,Secundaria,B,2005,1
672,Literatura Universal 5,Martin Quintana,MQ EDICIONES,1998,22,Donación,Secundaria,B,1999,4
673,Historia de la Literatura Portuguesa,Antonio José Saraiva,PORTUGUESA LTDA,1996,22,Donación,Secundaria,A,1999,1
674,Manual Practico de Ortografía,Marino Izaguirre Barreto,KOTOSH E.I.R.L,1961,22,Donación,Secundaria,B,2013,3
675,Ortografía de la Lengua Española,Real Academia Española,ESPASA,2013,22,Donación,Secundaria,B,2005,1
676,Manual de Ortografía,Alfredo Valle Degregori,E. UNIVERSO,2001,22,Donación,Secundaria,B,1988,2
677,Lenguaje Gramática y Ortografía,Maglorio Ortiz Rojas,,,22,Donación,Secundaria,B,1994,1
678,Apuntes de Ortografía,Luis Barral,NORMA,,22,Donación,Secundaria,B,2014,1
679,Manual Académico de Letras,Varios autores,MARWILL,2008,22,Donación,Secundaria,B,2008,1
680,Ortografía Letra BE,Juan J. Sánchez y Gutiérrez de la Resilla,VICENSS,,22,Donación,Secundaria,B,1998,1
681,Taller de Ortografía,Maglorio Ortiz Rojas,VISION PEDAGOGICA,1980,22,Donación,Secundaria,B,2015,6
682,Reducción de Desastres,Julio Corroía H(f),E. BRUÑO,2007,22,Donación,Secundaria,B,2005,2
683,¿Y Tu Que Harías,Susana Franco Mala,MECEP,2002,22,Donación,Secundaria,B,2004,1
684,Prevención de Desastres,Julio Koroiwa Horiuchi,E. BRUÑO,2002,22,Donación,Secundaria,B,2004,1
685,Reproducción Humana en las Alturas,Gustavo F. Gonzales,A.B.S.A,,22,Donación,Secundaria,B,2008,1
686,Documentos Mercantiles,Hildebrando Cabanillas,E. ESCUELA NUEVA,1993,22,Donación,Secundaria,B,1997,1
687,Petróleo,Internacional Petroleum Company,SANTIAGO VALVERDE,,22,Donación,Secundaria,B,1999,1
688,Guía para organizar Cooperativas E,Organización de Cooperativas Escolares,,,22,Donación,Secundaria,B,1988,1
689,Enciclopedia Estudiantil,Juan Carlos López(f),CULTURA S.A,,22,Donación,Secundaria,B,2011,1
690,Diccionario Enciclopédico Universal,Alfonso Dorado,CULTURA S.A,1999,22,Donación,Secundaria,B,2011,1
691,Gran Enciclopedia del Perú,Lexus Editores,LEXUS,1999,22,Donación,Secundaria,B,2000,1
692,Lexus Multidiccionarios,Lexus Editores,LEXUS,,22,Donación,Secundaria,B,2011,1
693,Léxico de la Política,Léxico Baca Olamendi,RAPIMAGEN,2013,22,Donación,Secundaria,B,2015,3
694,Alcanzar el Liderazgo,Elizabeth O-Leary,PEARSON,,22,Donación,Secundaria,B,2005,2
695,Pensamiento Político de González Prada,Bruno Podestá,CONCYTEC,1988,22,Donación,Secundaria,B,2010,1
696,Desborde Popular y Crisis de Estado,José Matos Mar,INDUSTRIAL S.A,1988,22,Donación,Secundaria,B,2010,1
697,Teoría y Política Monetaria,Pacifico Human Soto,CONCYTEC,,22,Donación,Secundaria,B,2010,1
698,Los que Llegaron al Poder,Jorge Donayre Belaúnde,CONCYTEC,,22,Donación,Secundaria,B,2008,1
699,Cultura General,,EDICIONES POLPULARES,,22,Donación,Secundaria,B,1999,1
700,La Historia de las Cosas,Annie Leonard,ISBN,2010,22,Donación,Secundaria,B,2015,12
701,Introducción a la Electrocardiografía,Manuel Rene Malinow,BALMES,1958,22,Donación,Secundaria,B,1999,1
702,Nociones de Psicología,Telmo Salinas García,DESA,,22,Donación,Secundaria,B,1999,1
703,Filosofía y Lógica,Luis Piscoya,EMISASO.S.A,,22,Donación,Secundaria,B,1997,1
704,Introducción a la Filosofía y Lógica,Augusto Salazar Bondy,E. UNIVERSO,1978,22,Donación,Secundaria,B,1999,2
705,Filosofía y Lógica 5,Sixto García Diógenes Rosales,,,22,Donación,Secundaria,B,1995,1
706,Filosofía y Lógica 5,Ciro Solís Espinoza,E. ESCUELA NUEVA,,22,Donación,Secundaria,B,1997,1
707,Richmond Consice Dictionary,Amanda Leigh(f),E. SANTILLANA,2005,22,Donación,Secundaria,B,2005,1
708,Bilingue School,Grupo Editorial Norma,NORMA,2009,22,Donación,Secundaria,B,2005,1
709,Webster Diccionario Universal,Sarita Mlawer,NEW YORK,2000,22,Donación,Secundaria,B,2011,1
710,Diccionario Pecket,Laurence Delacoix,PEARSON,2003,22,Donación,Secundaria,B,2015,12
711,Poesías juegos florales,Federación de Empleados Bancarios del Perù(f),,1989,22,Donación,Secundaria,B,2010,2
712,Poesía Infinita,Jesús Ángel García(f),MARIBELINA,1990,22,Donación,Secundaria,B,2008,1
713,Poesías Escogidas,Giancarlo Giulani(f),IMÁGENES,1986,22,Donación,Secundaria,B,1988,1
714,Poesías Completas,Delmira Agustini,LOBATO S.A,,22,Donación,Secundaria,B,2008,1
715,Reglas Oficiales de basketball,Federación Peruana de Basketball(f),,1972,22,Donación,Secundaria,B,2010,1
716,Pensamiento Político de González Prada,Bruno Podestá,CONCYTEC,1988,22,Donación,Secundaria,B,2008,1
717,Técnicas de Estudio,Rogelio Soto Pasco,PALOMINO E.I.R.L,2007,22,Donación,Secundaria,B,2004,1
718,Microsoft Windows 95,,AGFA,1992,22,Donación,Secundaria,B,2008,1
719,Estudio de Diecisiete Especies Forestales Nativas para Fijación de Dunas,Carlos Alberto Paredes Cerna,,1993,22,Donación,Secundaria,B,2008,1
720,Compendio de Letras,Ricardo Tello Weninger,MARWILL,,22,Donación,Secundaria,B,2010,2
721,Seminario de Investigaciones Sociales,Luis Muelle,E.I.R.L,1988,22,Donación,Secundaria,B,2010,1
722,Curacas Reciprocidad y Riqueza,Franklin Pease García Yrigoyen,DESA,1992,22,Donación,Secundaria,B,1994,1
723,Como Criar Gallinas,Ricky Gall Luttman,EL ATENEO,1994,22,Donación,Secundaria,B,2005,2
724,La Cultura de Paz,Alfonso Banda,E. BRUÑO,2005,22,Donación,Secundaria,B,2005,2
725,Adiós a los Conflictos,Daniel Dana,MCGRAWHILL,2005,22,Donación,Secundaria,B,2015,2
726,Una Verdad Incómoda,Rafael Gonzales Del Solar,GADISA S.A,2007,22,Donación,Secundaria,B,2005,12
727,Hamlet,William Shakespeare,VICENS VIVES S.A,2001,22,Donación,Secundaria,B,2005,15
728,Elementary Vocabulary,B.J. Thomas,LOGMAN,2005,22,Donación,Secundaria,B,2005,1
729,English Studens Boock,Miguel Ore de los Santos,E. BRUÑO,2008,22,Donación,Secundaria,B,1998,1
